date,timestamp,ticker,open,high,low,close,volume,quantity,tradecount
2018-01-08,09:31:00,ILMN,227.75,227.92,227.57,227.92,375786.48,1650,11
2018-01-08,09:32:00,ILMN,227.99,228.64,227.99,228.54,597321.99,2618,16
2018-01-08,09:33:00,ILMN,228.9,228.9,228.9,228.9,22890.0,100,1
2018-01-08,09:34:00,ILMN,228.61,228.61,227.29,228.01,1321992.0,5800,49
2018-01-08,09:35:00,ILMN,228.25,228.43,228.2,228.43,142667.0,625,6
2018-01-08,09:36:00,ILMN,228.04,228.25,227.92,228.03,981927.03,4306,27
2018-01-08,09:37:00,ILMN,228.4,228.52,228.02,228.05,798973.5,3500,30
2018-01-08,09:38:00,ILMN,228.01,228.03,228.01,228.03,91206.0,400,4
2018-01-08,09:39:00,ILMN,227.81,227.81,227.44,227.66,227504.72,999,9
2018-01-08,09:40:00,ILMN,227.24,227.29,227.01,227.01,147672.97,650,6
2018-01-08,09:41:00,ILMN,227.19,227.8,227.19,227.8,659280.5,2900,14
2018-01-08,09:42:00,ILMN,227.39,227.39,227.21,227.3,386412.5,1700,13
2018-01-08,09:43:00,ILMN,227.26,227.39,227.08,227.38,318001.9,1400,6
2018-01-08,09:44:00,ILMN,227.38,227.81,227.3,227.72,409657.0,1800,14
2018-01-08,09:45:00,ILMN,227.9,228.03,227.39,227.53,585554.55,2570,24
2018-01-08,09:46:00,ILMN,227.69,228.22,227.69,228.16,273890.52,1201,9
2018-01-08,09:47:00,ILMN,227.89,227.89,227.58,227.85,329495.86,1447,7
2018-01-08,09:48:00,ILMN,227.47,227.5,227.16,227.16,104609.57,460,3
2018-01-08,09:50:00,ILMN,227.29,227.61,227.29,227.51,523410.0,2300,15
2018-01-08,09:51:00,ILMN,227.98,228.1,227.97,228.1,274505.45,1204,6
2018-01-08,09:52:00,ILMN,227.96,228.1,227.96,228.1,45605.5,200,2
2018-01-08,09:53:00,ILMN,228.0,228.14,227.88,228.01,319292.0,1400,13
2018-01-08,09:54:00,ILMN,228.13,228.31,228.0,228.01,342181.0,1500,14
2018-01-08,09:55:00,ILMN,227.82,228.0,227.82,228.0,45581.03,200,2
