date,timestamp,ticker,open,high,low,close,volume,quantity,tradecount
2018-01-08,09:29:00,CVX,127.6,127.6,127.6,127.6,108460,850,2
2018-01-09,09:31:00,CVX,127.88,127.88,127.88,127.88,12788,100,1
2018-01-10,09:32:00,CVX,127.86,127.86,127.86,127.86,12786,100,1
2018-01-11,09:33:00,CVX,127.86,127.86,127.7,127.72,408713.34,3199,24
2018-01-12,09:34:00,CVX,127.71,127.92,127.71,127.88,1421634.51,11120,78
2018-01-13,09:35:00,CVX,127.83,127.91,127.76,127.83,1119490.95,8757,50
2018-01-14,09:36:00,CVX,127.83,127.88,127.65,127.65,1890362.57,14797,63
2018-01-15,09:37:00,CVX,127.68,127.85,127.64,127.72,1345737.46,10535,61
